Date,Store,Category,Sales
2021-08-31,Chennai,Furniture,1861
2021-09-02,Delhi,Clothing,1487
2021-09-03,Delhi,Furniture,932
2021-09-04,Delhi,Furniture,961
2021-09-05,Hyderabad,Clothing,1025
2021-09-06,Delhi,Furniture,1346
2021-09-07,Chennai,Groceries,1386
2021-09-08,Delhi,Electronics,1057
2021-09-09,Bangalore,Furniture,1806
2021-09-11,Bangalore,Furniture,1088
2021-09-12,Chennai,Electronics,1526
2021-09-13,Mumbai,Clothing,1792
2021-09-14,Chennai,Electronics,2116
2021-09-17,Bangalore,Electronics,1136
2021-09-18,Chennai,Clothing,2147
2021-09-19,Chennai,Furniture,941
2021-09-22,Mumbai,Clothing,1018
2021-09-23,Delhi,Groceries,1221
2021-09-24,Chennai,Furniture,1174
2021-09-25,Chennai,Groceries,1406
2021-09-26,Chennai,Groceries,1926
2021-09-27,Chennai,Clothing,1505
2021-09-28,Mumbai,Clothing,1361
2021-09-29,Bangalore,Furniture,634
2021-09-30,Hyderabad,Groceries,1640
2021-10-01,Bangalore,Electronics,1803
2021-10-02,Bangalore,Groceries,1056
2021-10-03,Mumbai,Clothing,1546
2021-10-04,Hyderabad,Electronics,1624
2021-10-05,Chennai,Electronics,1856
2021-10-06,Mumbai,Clothing,1349
2021-10-07,Mumbai,Electronics,1304
2021-10-08,Hyderabad,Groceries,1430
2021-10-09,Delhi,Clothing,1952
2021-10-10,Mumbai,Furniture,1880
2021-10-11,Bangalore,Clothing,1560
2021-10-12,Bangalore,Furniture,1872
2021-10-13,Chennai,Furniture,856
2021-10-14,Mumbai,Clothing,1804
2021-10-16,Mumbai,Furniture,2097
2021-10-17,Hyderabad,Furniture,1247
2021-10-18,Mumbai,Electronics,1311
2021-10-19,Delhi,Clothing,1735
2021-10-20,Bangalore,Clothing,1764
2021-10-22,Bangalore,Clothing,1678
2021-10-23,Chennai,Electronics,1715
2021-10-24,Hyderabad,Electronics,1684
2021-10-26,Bangalore,Groceries,1718
2021-10-29,Mumbai,Groceries,1314
2021-10-30,Hyderabad,Electronics,1575
2021-10-31,Delhi,Groceries,1250
2021-11-01,Delhi,Clothing,1208
2021-11-02,Delhi,Clothing,2077
2021-11-03,Bangalore,Groceries,1081
2021-11-04,Hyderabad,Clothing,1629
2021-11-05,Mumbai,Furniture,1977
2021-11-06,Bangalore,Groceries,1830
2021-11-07,Delhi,Electronics,1633
2021-11-08,Mumbai,Groceries,1420
2021-11-10,Chennai,Groceries,1453
2021-11-11,Delhi,Groceries,1829
2021-11-12,Delhi,Electronics,1792
2021-11-13,Delhi,Electronics,1795
2021-11-14,Delhi,Electronics,1557
2021-11-15,Mumbai,Groceries,2360
2021-11-17,Bangalore,Furniture,1666
2021-11-18,Mumbai,Electronics,1829
2021-11-19,Hyderabad,Furniture,1517
2021-11-20,Bangalore,Furniture,1634
2021-11-21,Delhi,Furniture,2467
2021-11-22,Hyderabad,Furniture,1519
2021-11-24,Hyderabad,Clothing,1613
2021-11-27,Delhi,Furniture,1760
2021-11-28,Delhi,Clothing,2023
2021-11-30,Bangalore,Clothing,2020
2021-12-01,Delhi,Furniture,1724
2021-12-02,Delhi,Furniture,2192
2021-12-03,Mumbai,Furniture,2199
2021-12-04,Mumbai,Furniture,1693
2021-12-05,Chennai,Groceries,1904
2021-12-06,Hyderabad,Groceries,1563
2021-12-08,Hyderabad,Electronics,2199
2021-12-09,Mumbai,Furniture,2429
2021-12-10,Mumbai,Clothing,1931
2021-12-11,Chennai,Clothing,2135
2021-12-13,Mumbai,Furniture,1773
2021-12-14,Delhi,Furniture,1728
2021-12-15,Chennai,Clothing,1783
2021-12-16,Bangalore,Furniture,1895
2021-12-17,Chennai,Clothing,1738
2021-12-18,Mumbai,Groceries,1796
2021-12-20,Hyderabad,Groceries,1971
2021-12-22,Delhi,Furniture,1834
2021-12-23,Hyderabad,Electronics,1815
2021-12-24,Hyderabad,Clothing,2085
2021-12-25,Delhi,Furniture,2037
2021-12-26,Hyderabad,Furniture,2233
2021-12-27,Mumbai,Furniture,2390
2021-12-28,Bangalore,Electronics,1792
2021-12-29,Bangalore,Electronics,2258
2021-12-30,Delhi,Clothing,1676
2022-01-04,Bangalore,Groceries,2204
2022-01-05,Bangalore,Groceries,2713
2022-01-06,Chennai,Electronics,2004
2022-01-07,Delhi,Clothing,2911
2022-01-08,Hyderabad,Electronics,2248
2022-01-10,Delhi,Furniture,2370
2022-01-11,Mumbai,Electronics,2387
2022-01-14,Bangalore,Furniture,2608
2022-01-15,Delhi,Clothing,2146
2022-01-17,Hyderabad,Clothing,1785
2022-01-18,Hyderabad,Electronics,2088
2022-01-19,Chennai,Furniture,2586
2022-01-20,Chennai,Groceries,1865
2022-01-21,Bangalore,Electronics,2465
2022-01-22,Chennai,Clothing,2303
2022-01-23,Chennai,Groceries,2179
2022-01-24,Mumbai,Electronics,2166
2022-01-25,Delhi,Groceries,2102
2022-01-26,Hyderabad,Clothing,2129
2022-01-27,Chennai,Groceries,2528
2022-01-28,Hyderabad,Groceries,2120
2022-01-29,Chennai,Clothing,2792
2022-01-30,Chennai,Groceries,2339
2022-01-31,Bangalore,Electronics,2077
2022-02-01,Mumbai,Groceries,2725
2022-02-02,Delhi,Furniture,2620
2022-02-03,Delhi,Electronics,1936
2022-02-04,Bangalore,Groceries,2122
2022-02-05,Bangalore,Furniture,2398
2022-02-06,Delhi,Furniture,1957
2022-02-07,Delhi,Furniture,3060
2022-02-08,Mumbai,Groceries,2679
2022-02-09,Chennai,Clothing,2429
2022-02-10,Mumbai,Furniture,2330
2022-02-12,Chennai,Electronics,1843
2022-02-13,Delhi,Clothing,1913
2022-02-14,Mumbai,Clothing,3003
2022-02-15,Mumbai,Clothing,2905
2022-02-16,Mumbai,Clothing,2260
2022-02-18,Hyderabad,Electronics,2584
2022-02-19,Hyderabad,Electronics,2620
2022-02-20,Delhi,Clothing,2005
2022-02-21,Chennai,Clothing,1890
2022-02-22,Bangalore,Furniture,2787
2022-02-23,Hyderabad,Electronics,1839
2022-02-24,Chennai,Groceries,2388
2022-02-27,Chennai,Furniture,2527
2022-02-28,Chennai,Clothing,2229
2022-03-01,Hyderabad,Furniture,2618
2022-03-03,Delhi,Electronics,3129
2022-03-04,Bangalore,Clothing,2084
2022-03-05,Delhi,Groceries,2508
2022-03-06,Mumbai,Groceries,2629
2022-03-07,Mumbai,Furniture,2423
2022-03-08,Chennai,Electronics,2098
2022-03-09,Delhi,Groceries,2877
2022-03-11,Delhi,Electronics,2119
2022-03-12,Mumbai,Electronics,2631
2022-03-13,Bangalore,Furniture,3010
2022-03-14,Mumbai,Groceries,2489
2022-03-15,Delhi,Groceries,2499
2022-03-16,Chennai,Furniture,2970
2022-03-17,Delhi,Groceries,2208
2022-03-18,Hyderabad,Furniture,3018
2022-03-19,Delhi,Groceries,2791
2022-03-20,Bangalore,Groceries,2222
2022-03-21,Bangalore,Furniture,2299
2022-03-22,Bangalore,Furniture,2342
2022-03-23,Mumbai,Groceries,1949
2022-03-24,Bangalore,Furniture,2578
2022-03-26,Chennai,Clothing,2588
2022-03-27,Bangalore,Electronics,2112
2022-03-28,Delhi,Electronics,2776
2022-03-29,Mumbai,Groceries,2721
2022-03-30,Mumbai,Electronics,2288
2022-03-31,Chennai,Groceries,2607
2022-04-01,Chennai,Furniture,2457
2022-04-02,Delhi,Clothing,2877
2022-04-03,Chennai,Electronics,2123
2022-04-04,Chennai,Electronics,2387
2022-04-05,Mumbai,Furniture,2240
2022-04-07,Chennai,Clothing,2592
2022-04-08,Delhi,Clothing,2237
2022-04-09,Bangalore,Furniture,2323
2022-04-10,Mumbai,Electronics,2722
2022-04-11,Mumbai,Electronics,2840
2022-04-12,Mumbai,Clothing,2581
2022-04-13,Hyderabad,Furniture,2391
2022-04-15,Bangalore,Furniture,2597
2022-04-16,Chennai,Clothing,2501
2022-04-17,Bangalore,Furniture,1938
2022-04-18,Delhi,Clothing,2604
2022-04-19,Mumbai,Clothing,2174
2022-04-20,Hyderabad,Clothing,2007
2022-04-21,Delhi,Groceries,1932
2022-04-22,Delhi,Clothing,2368
2022-04-23,Chennai,Furniture,2128
2022-04-24,Bangalore,Groceries,1735
2022-04-25,Bangalore,Electronics,2325
2022-04-26,Chennai,Electronics,2285
2022-04-27,Hyderabad,Furniture,2388
2022-04-28,Mumbai,Furniture,2244
2022-04-30,Hyderabad,Furniture,2588
2022-05-01,Chennai,Groceries,2100
2022-05-02,Delhi,Furniture,2230
2022-05-03,Bangalore,Clothing,2674
2022-05-05,Bangalore,Furniture,1831
2022-05-06,Delhi,Clothing,1957
2022-05-07,Chennai,Furniture,2015
2022-05-08,Chennai,Clothing,2118
2022-05-09,Hyderabad,Groceries,2071
2022-05-10,Delhi,Electronics,2260
2022-05-11,Delhi,Electronics,2470
2022-05-12,Hyderabad,Groceries,2520
2022-05-13,Hyderabad,Clothing,2151
2022-05-15,Chennai,Clothing,1937
2022-05-16,Delhi,Electronics,2094
2022-05-18,Chennai,Groceries,2592
2022-05-20,Hyderabad,Clothing,2435
2022-05-21,Delhi,Groceries,1745
2022-05-22,Mumbai,Electronics,2447
2022-05-23,Delhi,Furniture,2208
2022-05-24,Mumbai,Furniture,2703
2022-05-26,Mumbai,Groceries,2080
2022-05-28,Delhi,Groceries,2204
2022-05-29,Chennai,Electronics,2146
2022-05-30,Bangalore,Clothing,2151
2022-05-31,Chennai,Clothing,2147
2022-06-01,Mumbai,Clothing,1378
2022-06-02,Delhi,Electronics,2298
2022-06-04,Delhi,Furniture,2089
2022-06-05,Delhi,Clothing,1659
2022-06-06,Bangalore,Clothing,1689
2022-06-07,Hyderabad,Clothing,2183
2022-06-08,Mumbai,Electronics,2115
2022-06-09,Bangalore,Furniture,1914
2022-06-10,Chennai,Furniture,2226
2022-06-11,Hyderabad,Groceries,1380
2022-06-12,Hyderabad,Groceries,2226
2022-06-13,Delhi,Furniture,2071
2022-06-14,Bangalore,Clothing,1701
2022-06-15,Chennai,Clothing,1570
2022-06-16,Delhi,Clothing,2036
2022-06-17,Delhi,Electronics,2422
2022-06-18,Mumbai,Clothing,1931
2022-06-19,Hyderabad,Electronics,1744
2022-06-20,Chennai,Furniture,2057
2022-06-21,Hyderabad,Clothing,2546
2022-06-23,Mumbai,Groceries,2161
2022-06-25,Mumbai,Clothing,2141
2022-06-29,Hyderabad,Furniture,1668
2022-07-02,Hyderabad,Electronics,1802
2022-07-03,Mumbai,Furniture,1369
2022-07-04,Delhi,Groceries,2285
2022-07-05,Hyderabad,Electronics,1625
2022-07-06,Mumbai,Furniture,1931
2022-07-08,Mumbai,Clothing,1812
2022-07-09,Hyderabad,Furniture,1920
2022-07-11,Mumbai,Groceries,2141
2022-07-12,Hyderabad,Clothing,1276
2022-07-13,Chennai,Electronics,1438
2022-07-14,Delhi,Electronics,2137
2022-07-15,Hyderabad,Groceries,1927
2022-07-16,Chennai,Electronics,2512
2022-07-17,Mumbai,Furniture,1770
2022-07-18,Mumbai,Furniture,2260
2022-07-19,Chennai,Groceries,1192
2022-07-20,Chennai,Furniture,1325
2022-07-21,Delhi,Groceries,2018
2022-07-22,Mumbai,Electronics,1227
2022-07-23,Chennai,Electronics,1690
2022-07-24,Bangalore,Electronics,2100
2022-07-25,Bangalore,Clothing,1900
2022-07-26,Chennai,Groceries,1753
2022-07-27,Delhi,Furniture,1615
2022-07-28,Mumbai,Electronics,1810
2022-07-29,Bangalore,Clothing,1923
2022-07-31,Chennai,Furniture,1861
2022-08-01,Hyderabad,Furniture,1890
2022-08-02,Chennai,Electronics,1500
2022-08-03,Delhi,Furniture,1587
2022-08-04,Bangalore,Groceries,1712
2022-08-07,Bangalore,Furniture,1262
2022-08-08,Delhi,Groceries,1408
2022-08-10,Delhi,Electronics,1295
2022-08-11,Chennai,Electronics,1027
2022-08-12,Hyderabad,Electronics,590
2022-08-13,Delhi,Furniture,1925
2022-08-14,Delhi,Clothing,1100
2022-08-15,Mumbai,Clothing,2036
2022-08-16,Delhi,Furniture,1788
2022-08-17,Mumbai,Clothing,1445
2022-08-19,Chennai,Furniture,1694
2022-08-20,Chennai,Electronics,1236
2022-08-21,Mumbai,Furniture,1562
2022-08-23,Bangalore,Electronics,1763
2022-08-24,Delhi,Clothing,1352
2022-08-25,Mumbai,Clothing,1537
2022-08-26,Chennai,Electronics,1525
2022-08-27,Bangalore,Electronics,1603
2022-08-30,Chennai,Electronics,1932
2022-09-01,Mumbai,Electronics,1925
2022-09-02,Chennai,Clothing,1398
2022-09-03,Delhi,Furniture,1708
2022-09-04,Delhi,Electronics,1482
2022-09-05,Delhi,Electronics,603
2022-09-06,Chennai,Electronics,1173
2022-09-08,Hyderabad,Furniture,1654
2022-09-11,Chennai,Groceries,1650
2022-09-13,Bangalore,Groceries,1718
2022-09-14,Hyderabad,Electronics,1677
2022-09-16,Bangalore,Electronics,1346
2022-09-18,Chennai,Clothing,1638
2022-09-19,Bangalore,Clothing,1085
2022-09-20,Chennai,Clothing,1566
2022-09-21,Mumbai,Groceries,1154
2022-09-22,Delhi,Furniture,1210
2022-09-23,Delhi,Electronics,1304
2022-09-24,Hyderabad,Furniture,1513
2022-09-26,Mumbai,Electronics,1377
2022-09-27,Delhi,Electronics,1390
2022-09-28,Hyderabad,Groceries,1349
2022-09-29,Bangalore,Furniture,1814
2022-09-30,Chennai,Groceries,644
2022-10-01,Hyderabad,Clothing,1474
2022-10-02,Mumbai,Furniture,2030
2022-10-03,Delhi,Clothing,1722
2022-10-04,Mumbai,Groceries,1947
2022-10-05,Chennai,Groceries,956
2022-10-06,Chennai,Electronics,1194
2022-10-07,Mumbai,Furniture,1721
2022-10-11,Delhi,Clothing,1687
2022-10-12,Bangalore,Clothing,1131
2022-10-14,Delhi,Clothing,764
2022-10-15,Bangalore,Furniture,1714
2022-10-16,Mumbai,Electronics,1268
2022-10-17,Hyderabad,Groceries,1432
2022-10-18,Bangalore,Electronics,1762
2022-10-21,Chennai,Electronics,1857
2022-10-22,Delhi,Clothing,1056
2022-10-23,Mumbai,Clothing,1628
2022-10-25,Mumbai,Clothing,1842
2022-10-26,Hyderabad,Electronics,1773
2022-10-27,Mumbai,Furniture,1783
2022-10-28,Mumbai,Groceries,2060
2022-10-29,Hyderabad,Electronics,1904
2022-10-30,Delhi,Clothing,1519
2022-10-31,Chennai,Clothing,1566
2022-11-01,Bangalore,Electronics,1930
2022-11-02,Delhi,Groceries,1790
2022-11-04,Bangalore,Electronics,1080
2022-11-05,Hyderabad,Furniture,2314
2022-11-06,Delhi,Electronics,1768
2022-11-07,Chennai,Furniture,1263
2022-11-08,Delhi,Groceries,1475
2022-11-11,Hyderabad,Clothing,1707
2022-11-12,Hyderabad,Electronics,2204
2022-11-13,Delhi,Clothing,1873
2022-11-14,Hyderabad,Clothing,1819
2022-11-16,Bangalore,Groceries,1502
2022-11-17,Chennai,Furniture,1525
2022-11-18,Hyderabad,Clothing,1538
2022-11-20,Mumbai,Electronics,1667
2022-11-21,Bangalore,Clothing,1648
2022-11-22,Delhi,Clothing,1548
2022-11-23,Bangalore,Electronics,1790
2022-11-24,Mumbai,Clothing,1655
2022-11-25,Delhi,Furniture,1271
2022-11-26,Hyderabad,Furniture,1760
2022-11-27,Hyderabad,Groceries,1714
2022-11-29,Delhi,Groceries,1572
2022-11-30,Delhi,Groceries,1929
2022-12-01,Chennai,Groceries,1659
2022-12-02,Mumbai,Clothing,1627
2022-12-03,Hyderabad,Groceries,1902
2022-12-04,Bangalore,Furniture,2186
2022-12-05,Delhi,Groceries,2543
2022-12-07,Bangalore,Furniture,2325
2022-12-08,Hyderabad,Clothing,2104
2022-12-09,Bangalore,Groceries,1794
2022-12-10,Hyderabad,Clothing,2195
2022-12-12,Mumbai,Electronics,2113
2022-12-13,Hyderabad,Groceries,1716
2022-12-15,Hyderabad,Electronics,1963
2022-12-16,Delhi,Groceries,2069
2022-12-17,Chennai,Groceries,1974
2022-12-19,Mumbai,Electronics,2145
2022-12-20,Delhi,Clothing,1878
2022-12-22,Chennai,Groceries,1437
2022-12-23,Delhi,Furniture,2055
2022-12-25,Mumbai,Groceries,1481
2022-12-26,Delhi,Electronics,2031
2022-12-27,Delhi,Electronics,1971
2022-12-28,Bangalore,Furniture,1850
2022-12-30,Mumbai,Furniture,2394
2022-12-31,Delhi,Clothing,2385
2023-01-01,Bangalore,Clothing,2293
2023-01-02,Hyderabad,Furniture,2224
2023-01-03,Chennai,Clothing,2297
2023-01-04,Mumbai,Groceries,2342
2023-01-06,Bangalore,Furniture,2302
2023-01-07,Delhi,Clothing,1777
2023-01-08,Chennai,Electronics,2274
2023-01-09,Mumbai,Furniture,2393
2023-01-11,Delhi,Clothing,2221
2023-01-12,Mumbai,Electronics,1916
2023-01-13,Mumbai,Furniture,1874
2023-01-14,Bangalore,Electronics,2313
2023-01-15,Chennai,Groceries,2031
2023-01-16,Hyderabad,Electronics,1716
2023-01-17,Chennai,Electronics,1916
2023-01-19,Hyderabad,Electronics,2482
2023-01-20,Hyderabad,Groceries,2303
2023-01-21,Delhi,Clothing,1988
2023-01-22,Hyderabad,Groceries,2073
2023-01-25,Chennai,Groceries,1914
2023-01-26,Delhi,Electronics,2599
2023-01-27,Hyderabad,Electronics,2225
2023-01-28,Bangalore,Clothing,2489
2023-01-30,Delhi,Furniture,2605
2023-01-31,Hyderabad,Clothing,1902
2023-02-01,Bangalore,Electronics,2356
2023-02-02,Hyderabad,Groceries,2797
2023-02-03,Delhi,Groceries,1715
2023-02-04,Bangalore,Clothing,2419
2023-02-05,Bangalore,Clothing,2314
2023-02-06,Bangalore,Electronics,2638
2023-02-08,Hyderabad,Furniture,2652
2023-02-10,Hyderabad,Clothing,2445
2023-02-11,Bangalore,Furniture,2330
2023-02-12,Bangalore,Electronics,2496
2023-02-13,Delhi,Furniture,2870
2023-02-14,Hyderabad,Clothing,2183
2023-02-16,Chennai,Groceries,2410
2023-02-17,Delhi,Electronics,2733
2023-02-18,Hyderabad,Clothing,2500
2023-02-19,Delhi,Clothing,2728
2023-02-20,Delhi,Furniture,2743
2023-02-21,Delhi,Furniture,2610
2023-02-22,Mumbai,Groceries,2113
2023-02-26,Mumbai,Clothing,2018
2023-02-27,Bangalore,Groceries,1964
2023-02-28,Bangalore,Clothing,2509
2023-03-01,Hyderabad,Groceries,2289
2023-03-02,Bangalore,Clothing,1984
2023-03-04,Mumbai,Electronics,2359
2023-03-05,Mumbai,Clothing,2558
2023-03-06,Hyderabad,Electronics,2921
2023-03-07,Bangalore,Groceries,2645
2023-03-08,Bangalore,Furniture,2385
2023-03-09,Hyderabad,Electronics,2613
2023-03-10,Chennai,Furniture,2587
2023-03-11,Bangalore,Electronics,2721
2023-03-12,Delhi,Groceries,2488
2023-03-13,Bangalore,Electronics,2810
2023-03-14,Chennai,Electronics,2747
2023-03-15,Mumbai,Clothing,2524
2023-03-16,Mumbai,Furniture,2464
2023-03-17,Mumbai,Furniture,2775
2023-03-18,Bangalore,Groceries,2285
2023-03-20,Chennai,Furniture,2046
2023-03-21,Chennai,Clothing,2261
2023-03-24,Bangalore,Electronics,2561
2023-03-26,Bangalore,Electronics,2353
2023-03-27,Chennai,Furniture,2192
2023-03-28,Bangalore,Electronics,2472
2023-03-30,Delhi,Furniture,2623
2023-03-31,Chennai,Groceries,2586
2023-04-01,Hyderabad,Electronics,2373
2023-04-02,Hyderabad,Clothing,1981
2023-04-03,Chennai,Groceries,2754
2023-04-04,Hyderabad,Clothing,2407
2023-04-05,Mumbai,Electronics,2456
2023-04-07,Mumbai,Clothing,2705
2023-04-08,Chennai,Furniture,2566
2023-04-09,Hyderabad,Furniture,2432
2023-04-10,Hyderabad,Clothing,2429
2023-04-11,Mumbai,Clothing,2505
2023-04-12,Mumbai,Clothing,2555
2023-04-13,Bangalore,Furniture,2946
2023-04-14,Delhi,Groceries,3174
2023-04-15,Hyderabad,Electronics,2520
2023-04-16,Delhi,Groceries,1787
2023-04-17,Delhi,Furniture,2147
2023-04-19,Mumbai,Clothing,2648
2023-04-20,Bangalore,Electronics,2560
2023-04-21,Chennai,Electronics,2382
2023-04-23,Hyderabad,Groceries,2936
2023-04-24,Chennai,Electronics,2186
2023-04-25,Delhi,Furniture,2651
2023-04-26,Bangalore,Groceries,2042
2023-04-27,Delhi,Clothing,2368
2023-04-28,Chennai,Clothing,2730
2023-04-30,Bangalore,Electronics,2322
2023-05-01,Chennai,Groceries,2253
2023-05-02,Chennai,Clothing,1849
2023-05-03,Bangalore,Electronics,1792
2023-05-04,Hyderabad,Groceries,2464
2023-05-05,Delhi,Furniture,2123
2023-05-06,Hyderabad,Clothing,2461
2023-05-07,Hyderabad,Furniture,2585
2023-05-08,Delhi,Furniture,2609
2023-05-11,Delhi,Furniture,2411
2023-05-12,Mumbai,Groceries,2415
2023-05-13,Hyderabad,Groceries,2924
2023-05-14,Chennai,Furniture,1977
2023-05-15,Delhi,Furniture,2600
2023-05-16,Mumbai,Electronics,2361
2023-05-17,Chennai,Clothing,1757
2023-05-20,Chennai,Clothing,1738
2023-05-22,Chennai,Electronics,1721
2023-05-23,Delhi,Clothing,2327
2023-05-27,Chennai,Clothing,1822
2023-05-28,Hyderabad,Furniture,2113
2023-05-29,Delhi,Furniture,1703
2023-05-30,Delhi,Furniture,2606
2023-05-31,Delhi,Electronics,2757
2023-06-02,Hyderabad,Electronics,1859
2023-06-03,Delhi,Clothing,1878
2023-06-04,Delhi,Furniture,1947
2023-06-05,Mumbai,Clothing,2300
2023-06-06,Chennai,Groceries,1860
2023-06-07,Chennai,Groceries,1973
2023-06-08,Chennai,Electronics,2893
2023-06-09,Mumbai,Groceries,1966
2023-06-10,Bangalore,Furniture,2529
2023-06-11,Mumbai,Groceries,2150
2023-06-12,Delhi,Electronics,1833
2023-06-13,Hyderabad,Clothing,1783
2023-06-14,Delhi,Groceries,1997
2023-06-15,Delhi,Furniture,1662
2023-06-16,Hyderabad,Furniture,1740
2023-06-17,Chennai,Furniture,1873
2023-06-19,Bangalore,Furniture,2547
2023-06-21,Delhi,Electronics,2138
2023-06-22,Bangalore,Furniture,1511
2023-06-23,Mumbai,Groceries,2318
2023-06-24,Delhi,Furniture,1483
2023-06-25,Bangalore,Electronics,2239
2023-06-26,Delhi,Electronics,1975
2023-06-28,Chennai,Groceries,1909
2023-06-29,Delhi,Groceries,1609
2023-06-30,Delhi,Groceries,1625
2023-07-03,Mumbai,Furniture,1657
2023-07-04,Mumbai,Furniture,1883
2023-07-05,Hyderabad,Electronics,1780
2023-07-07,Delhi,Clothing,2488
2023-07-09,Bangalore,Groceries,1788
2023-07-11,Chennai,Furniture,2035
2023-07-12,Chennai,Clothing,1513
2023-07-13,Hyderabad,Clothing,1488
2023-07-14,Bangalore,Groceries,2257
2023-07-15,Chennai,Furniture,1759
2023-07-16,Hyderabad,Clothing,1520
2023-07-19,Bangalore,Groceries,1936
2023-07-21,Mumbai,Clothing,1375
2023-07-23,Hyderabad,Clothing,1696
2023-07-24,Chennai,Clothing,1776
2023-07-25,Mumbai,Groceries,2112
2023-07-27,Bangalore,Furniture,1855
2023-07-28,Bangalore,Electronics,1154
2023-07-29,Bangalore,Furniture,1736
2023-07-30,Hyderabad,Electronics,1514
2023-07-31,Delhi,Clothing,1963
2023-08-02,Delhi,Groceries,1476
2023-08-04,Mumbai,Electronics,2033
2023-08-05,Chennai,Clothing,1386
2023-08-06,Chennai,Groceries,1208
2023-08-07,Hyderabad,Groceries,1317
2023-08-08,Hyderabad,Furniture,1400
2023-08-09,Chennai,Electronics,1308
2023-08-10,Chennai,Furniture,1820
2023-08-11,Mumbai,Groceries,907
2023-08-12,Mumbai,Groceries,1302
2023-08-13,Chennai,Furniture,1552
2023-08-14,Bangalore,Furniture,1630
2023-08-15,Bangalore,Groceries,2074
2023-08-16,Mumbai,Furniture,2030
2023-08-18,Chennai,Electronics,994
2023-08-20,Bangalore,Clothing,1365
2023-08-21,Delhi,Electronics,1209
2023-08-22,Bangalore,Clothing,1571
2023-08-23,Delhi,Furniture,1636
2023-08-25,Chennai,Clothing,1379
2023-08-26,Chennai,Furniture,1338
2023-08-27,Mumbai,Furniture,1443
2023-08-28,Delhi,Electronics,1729
2023-08-29,Hyderabad,Clothing,1243
2023-08-30,Hyderabad,Electronics,1374
2023-08-31,Chennai,Clothing,1447
2023-09-01,Hyderabad,Electronics,1497
2023-09-02,Bangalore,Groceries,1582
2023-09-03,Delhi,Groceries,2112
2023-09-04,Delhi,Clothing,1671
2023-09-05,Delhi,Groceries,1678
2023-09-08,Bangalore,Groceries,1341
2023-09-09,Delhi,Groceries,1286
2023-09-12,Hyderabad,Groceries,1677
2023-09-13,Mumbai,Clothing,1464
2023-09-14,Bangalore,Groceries,1720
2023-09-15,Delhi,Groceries,1282
2023-09-17,Mumbai,Groceries,1377
2023-09-18,Chennai,Furniture,1370
2023-09-21,Mumbai,Furniture,2071
2023-09-22,Mumbai,Electronics,1351
2023-09-23,Delhi,Furniture,495
2023-09-24,Chennai,Furniture,1377
2023-09-25,Chennai,Electronics,1569
2023-09-26,Hyderabad,Groceries,1714
2023-09-28,Chennai,Furniture,1351
2023-09-29,Mumbai,Electronics,2014
2023-09-30,Hyderabad,Groceries,1189
2023-10-01,Delhi,Electronics,1484
2023-10-02,Delhi,Clothing,1243
2023-10-03,Bangalore,Clothing,1572
2023-10-04,Hyderabad,Clothing,2043
2023-10-05,Mumbai,Clothing,1524
2023-10-06,Bangalore,Furniture,1526
2023-10-07,Bangalore,Clothing,1058
2023-10-09,Chennai,Electronics,1912
2023-10-10,Mumbai,Groceries,1491
2023-10-11,Hyderabad,Electronics,1471
2023-10-12,Bangalore,Furniture,1898
2023-10-13,Mumbai,Clothing,1472
2023-10-14,Delhi,Groceries,1954
2023-10-15,Bangalore,Groceries,1181
2023-10-16,Bangalore,Clothing,1770
2023-10-17,Delhi,Clothing,2060
2023-10-18,Delhi,Furniture,1869
2023-10-19,Delhi,Furniture,1006
2023-10-20,Mumbai,Clothing,1375
2023-10-21,Mumbai,Clothing,1494
2023-10-22,Mumbai,Clothing,1869
2023-10-23,Chennai,Clothing,1167
2023-10-24,Bangalore,Groceries,1261
2023-10-26,Chennai,Clothing,1319
2023-10-27,Bangalore,Clothing,1191
2023-10-28,Mumbai,Groceries,2046
2023-10-29,Delhi,Electronics,1372
2023-10-30,Hyderabad,Clothing,1774
2023-10-31,Mumbai,Groceries,1572
2023-11-01,Hyderabad,Groceries,1751
2023-11-02,Mumbai,Electronics,1572
2023-11-03,Delhi,Furniture,1981
2023-11-04,Hyderabad,Furniture,1796
2023-11-05,Chennai,Furniture,1779
2023-11-06,Delhi,Clothing,1571
2023-11-07,Hyderabad,Furniture,1621
2023-11-08,Hyderabad,Clothing,1926
2023-11-10,Delhi,Groceries,1787
2023-11-11,Delhi,Furniture,1523
2023-11-12,Bangalore,Furniture,2333
2023-11-13,Chennai,Furniture,1606
2023-11-14,Mumbai,Clothing,1740
2023-11-15,Hyderabad,Clothing,1693
2023-11-16,Mumbai,Furniture,2336
2023-11-19,Chennai,Electronics,1785
2023-11-20,Bangalore,Electronics,1541
2023-11-21,Delhi,Furniture,1783
2023-11-22,Hyderabad,Furniture,2461
2023-11-23,Bangalore,Electronics,1839
2023-11-25,Bangalore,Clothing,1534
2023-11-26,Mumbai,Groceries,2262
2023-11-27,Delhi,Furniture,2331
2023-11-28,Hyderabad,Furniture,2005
2023-11-29,Hyderabad,Furniture,1946
2023-12-01,Bangalore,Groceries,2117
2023-12-02,Chennai,Clothing,1749
2023-12-04,Hyderabad,Electronics,1553
2023-12-05,Mumbai,Electronics,2123
2023-12-06,Hyderabad,Clothing,1586
2023-12-07,Chennai,Electronics,1850
2023-12-08,Hyderabad,Groceries,1981
